Degrees and Certificates Awarded by Curriculum Area,
DimYear,InstTypeList,InstList,MajorTypeDesc,LevelGroupDesc,CIPGroupDesc,CIPDesc,Count,
"2015","Lamar State Colleges","Lamar State College-Orange","Academic","Associate","26 - Biological and Biomedical Sciences","26010100 - Biology/Biological Sciences, General","6",
"2015","Lamar State Colleges","Lamar State College-Orange","Academic","Associate","43 - Homeland Security, Law Enforcement, Firefighting and Related Protective Services","43010400 - Criminal Justice/Safety Studies","9",
"2015","Lamar State Colleges","Lamar State College-Orange","Academic","Associate","45 - Social Sciences","45110100 - Sociology","5",
"2015","Lamar State Colleges","Lamar State College-Orange","Academic","Associate","52 - Business, Management, Marketing and Related Support Services","52010100 - Business/Commerce, General","19",
"2015","Lamar State Colleges","Lamar State College-Orange","Technical","Certificate","11 - Computer and Information Sciences and Support Services","11010100 - Computer and Information Sciences, General","4",
"2015","Lamar State Colleges","Lamar State College-Orange","Technical","Certificate","15 - Engineering Technologies and Engineering-Related Fields","15040400 - Instrumentation Technology/Technician","4",
"2015","Lamar State Colleges","Lamar State College-Orange","Technical","Certificate","24 - Liberal Arts and Sciences, General Studies and Humanities","24010200 - General Studies","11",
"2015","Lamar State Colleges","Lamar State College-Orange","Technical","Certificate","41 - Science Technologies/Technicians","41030100 - Chemical Technology/Technician","4",
"2015","Lamar State Colleges","Lamar State College-Orange","Technical","Certificate","51 - Health Professions and Related Programs","51060100 - Dental Assisting/Assistant","28",
"2015","Lamar State Colleges","Lamar State College-Orange","Tech-Prep","Associate","11 - Computer and Information Sciences and Support Services","11010100 - Computer and Information Sciences, General","4",
"2015","Lamar State Colleges","Lamar State College-Orange","Tech-Prep","Associate","41 - Science Technologies/Technicians","41030100 - Chemical Technology/Technician","54",
"2015","Lamar State Colleges","Lamar State College-Orange","Tech-Prep","Associate","51 - Health Professions and Related Programs","51071600 - Medical Administrative/Executive Assistant and Medical Secretary","10",
"2015","Lamar State Colleges","Lamar State College-Orange","Tech-Prep","Associate","51 - Health Professions and Related Programs","51380100 - Registered Nursing/Registered Nurse","25",
"2015","Lamar State Colleges","Lamar State College-Orange","Tech-Prep","Associate","52 - Business, Management, Marketing and Related Support Services","52020100 - Business Administration and Management, General","10",
"2015","Lamar State Colleges","Lamar State College-Orange","Tech-Prep","Certificate","11 - Computer and Information Sciences and Support Services","11010100 - Computer and Information Sciences, General","8",
"2015","Lamar State Colleges","Lamar State College-Orange","Tech-Prep","Certificate","41 - Science Technologies/Technicians","41030100 - Chemical Technology/Technician","47",
